,QuestionID,Question Text,Emotion Label,Form,AbsoluteRelevance,inip,endp
0,54961012,"""I would appreciate some guidance on the following issue.Use Case:Create a collection with known faces.Search a stored video toidentify ""known"" faces & draw a bounding box around them in the videoframeSteps taken:I'm able to create a collection and index faces I'm able to analysethe stored video and get the results of PersonMatch and FaceMatchusing getFaceSearch()I'm able to draw the bounding boxes around Persons found in the video, etc., however...Issue:The response of getFaceSearch() returns an array of FaceMatches.However, when I access the FaceMatch the coordinates are of the face found in the source image that was indexed in the collection, not of the face matched in the video.I've looked through the API documentation and have not been able to find any information on how to get the coordinates of a matched face in the video so I can draw a bounding box on the video frame. Here is the API document that I'm referring to.Thanks for your help on this issue!""",Anticipation,results,1,309,315
0,39407269,"""So I just want to detect text or labels from an image using the google cloud vision API. But When I run this code I always get:But I don't know why...here is the full json output what I get:My test code is here:So the question is.. what is wrong with this code?""",Trust,labels,1,34,39
0,50733961,"""I am following instructions from a github page documentation. And I am expected to provide in my API key, which I believe was auto-generated when I first signed up for IBM Watson - Visual Recognition.Actually, I am posting a few zip files into IBM-Watson visual recognition and when I just do that I get following error -As per the github doc, I am expected to be given a classifier ID. But I get request too large error.So I did the obvious and tried to post one zip file in my curl command that's when I learnt I don't have my credentials set properly.. can you please help?, I get this error when I try posting one zip file instead of posting a few, as said before.""",Anticipation,instructions,1,16,27
0,50733961,"""I am following instructions from a github page documentation. And I am expected to provide in my API key, which I believe was auto-generated when I first signed up for IBM Watson - Visual Recognition.Actually, I am posting a few zip files into IBM-Watson visual recognition and when I just do that I get following error -As per the github doc, I am expected to be given a classifier ID. But I get request too large error.So I did the obvious and tried to post one zip file in my curl command that's when I learnt I don't have my credentials set properly.. can you please help?, I get this error when I try posting one zip file instead of posting a few, as said before.""",Anticipation,am expected,2,69,79
1,50733961,"""I am following instructions from a github page documentation. And I am expected to provide in my API key, which I believe was auto-generated when I first signed up for IBM Watson - Visual Recognition.Actually, I am posting a few zip files into IBM-Watson visual recognition and when I just do that I get following error -As per the github doc, I am expected to be given a classifier ID. But I get request too large error.So I did the obvious and tried to post one zip file in my curl command that's when I learnt I don't have my credentials set properly.. can you please help?, I get this error when I try posting one zip file instead of posting a few, as said before.""",Anticipation,am expected,2,347,357
0,50733961,"""I am following instructions from a github page documentation. And I am expected to provide in my API key, which I believe was auto-generated when I first signed up for IBM Watson - Visual Recognition.Actually, I am posting a few zip files into IBM-Watson visual recognition and when I just do that I get following error -As per the github doc, I am expected to be given a classifier ID. But I get request too large error.So I did the obvious and tried to post one zip file in my curl command that's when I learnt I don't have my credentials set properly.. can you please help?, I get this error when I try posting one zip file instead of posting a few, as said before.""",Trust,instructions,1,16,27
0,50733961,"""I am following instructions from a github page documentation. And I am expected to provide in my API key, which I believe was auto-generated when I first signed up for IBM Watson - Visual Recognition.Actually, I am posting a few zip files into IBM-Watson visual recognition and when I just do that I get following error -As per the github doc, I am expected to be given a classifier ID. But I get request too large error.So I did the obvious and tried to post one zip file in my curl command that's when I learnt I don't have my credentials set properly.. can you please help?, I get this error when I try posting one zip file instead of posting a few, as said before.""",Trust,credentials,1,530,540
0,52925404,"""I've a Go app that uses theGoogle Vision APIandGoogle Video intelligenceAPI.To enter my credentials, I set the environment variable called. To do so, I assign a file path to this variable that points to the directory where my credentials are stored in.Problem:My credentials arenotinitially saved in a file. Instead they are assigned to a  string variable inside my app.As a workaround, I store that value to a temporary file and then assign it's path to, like described above.Question:Is it possible to set API credentials forwithout this file?""",Trust,credentials,4,89,99
1,52925404,"""I've a Go app that uses theGoogle Vision APIandGoogle Video intelligenceAPI.To enter my credentials, I set the environment variable called. To do so, I assign a file path to this variable that points to the directory where my credentials are stored in.Problem:My credentials arenotinitially saved in a file. Instead they are assigned to a  string variable inside my app.As a workaround, I store that value to a temporary file and then assign it's path to, like described above.Question:Is it possible to set API credentials forwithout this file?""",Trust,credentials,4,227,237
2,52925404,"""I've a Go app that uses theGoogle Vision APIandGoogle Video intelligenceAPI.To enter my credentials, I set the environment variable called. To do so, I assign a file path to this variable that points to the directory where my credentials are stored in.Problem:My credentials arenotinitially saved in a file. Instead they are assigned to a  string variable inside my app.As a workaround, I store that value to a temporary file and then assign it's path to, like described above.Question:Is it possible to set API credentials forwithout this file?""",Trust,credentials,4,264,274
3,52925404,"""I've a Go app that uses theGoogle Vision APIandGoogle Video intelligenceAPI.To enter my credentials, I set the environment variable called. To do so, I assign a file path to this variable that points to the directory where my credentials are stored in.Problem:My credentials arenotinitially saved in a file. Instead they are assigned to a  string variable inside my app.As a workaround, I store that value to a temporary file and then assign it's path to, like described above.Question:Is it possible to set API credentials forwithout this file?""",Trust,credentials,4,513,523
0,52925404,"""I've a Go app that uses theGoogle Vision APIandGoogle Video intelligenceAPI.To enter my credentials, I set the environment variable called. To do so, I assign a file path to this variable that points to the directory where my credentials are stored in.Problem:My credentials arenotinitially saved in a file. Instead they are assigned to a  string variable inside my app.As a workaround, I store that value to a temporary file and then assign it's path to, like described above.Question:Is it possible to set API credentials forwithout this file?""",Joy,like,1,457,460
0,54824911,"""I am using Lambda to detect faces and would like to send the response to a Dynamotable. This is the code I am using:My problem is in this line:I am able to see the result in the console.I don't want to add specific item(s) to the table- I need the whole response to be transferred to the table.Do do this: 1. What to add as a key and partition key in the table?2. How to transfer the whole response to the tablei have been stuck in this for three days now and can't figure out any result. Please help!I tried this code:It gave me two of errors:Can you pleaaaaase help!""",Anticipation,result,2,165,170
1,54824911,"""I am using Lambda to detect faces and would like to send the response to a Dynamotable. This is the code I am using:My problem is in this line:I am able to see the result in the console.I don't want to add specific item(s) to the table- I need the whole response to be transferred to the table.Do do this: 1. What to add as a key and partition key in the table?2. How to transfer the whole response to the tablei have been stuck in this for three days now and can't figure out any result. Please help!I tried this code:It gave me two of errors:Can you pleaaaaase help!""",Anticipation,result,2,482,487
0,54824911,"""I am using Lambda to detect faces and would like to send the response to a Dynamotable. This is the code I am using:My problem is in this line:I am able to see the result in the console.I don't want to add specific item(s) to the table- I need the whole response to be transferred to the table.Do do this: 1. What to add as a key and partition key in the table?2. How to transfer the whole response to the tablei have been stuck in this for three days now and can't figure out any result. Please help!I tried this code:It gave me two of errors:Can you pleaaaaase help!""",Joy,would like,1,39,48
0,40472437,"""I am using microsoft face api from my client side code using java script/Jquery.Here is the code. I am capturing the image using camera and then convert that image to a blob and send that to the api. I am getting the results. But this api takes around 4-6 seconds to get the results. Is this usual or there could be some performance improvement?Thank you!""",Anticipation,results,2,218,224
1,40472437,"""I am using microsoft face api from my client side code using java script/Jquery.Here is the code. I am capturing the image using camera and then convert that image to a blob and send that to the api. I am getting the results. But this api takes around 4-6 seconds to get the results. Is this usual or there could be some performance improvement?Thank you!""",Anticipation,results,2,276,282
0,47906157,"""I am trying to run the most basic text detection and OCR (Optical Character Recognition) program of Google Vision API in python.My source code is taken from the Google Cloud tutorial for this API and it is the following:However I get the following error:This is weird because:1) I created a new service account2) I addedto my .bash_profile (I put the json file at the Pycharm file of this project)Perhaps the only weird thing is that the private key at the json file is around 20 lines while I would expect to be around 1 line.How can I fix this bug and make the program running?By the way the problem is solved if I simply addto my source code.""",Anticipation,would expect,1,495,506
0,40037830,"""I am developing a Ruby on Rails application where I want to detect the number of physical objects (bottles and food packets) in an image.I just explored Google Vision API () to check whether this is possible or not. I uploaded a photo which has some cool drink bottles and got the below response.My concern here is, it is not giving the number of cool drink bottles available in the image, rather it returning type of objects available in the photo.Is this possible in Google Vision API or any other solution available for this?Any help would be much appreciated.""",Joy,would be appreciated,1,538,562
0,40037830,"""I am developing a Ruby on Rails application where I want to detect the number of physical objects (bottles and food packets) in an image.I just explored Google Vision API () to check whether this is possible or not. I uploaded a photo which has some cool drink bottles and got the below response.My concern here is, it is not giving the number of cool drink bottles available in the image, rather it returning type of objects available in the photo.Is this possible in Google Vision API or any other solution available for this?Any help would be much appreciated.""",Joy,much would be appreciated,1,547,562
0,40037830,"""I am developing a Ruby on Rails application where I want to detect the number of physical objects (bottles and food packets) in an image.I just explored Google Vision API () to check whether this is possible or not. I uploaded a photo which has some cool drink bottles and got the below response.My concern here is, it is not giving the number of cool drink bottles available in the image, rather it returning type of objects available in the photo.Is this possible in Google Vision API or any other solution available for this?Any help would be much appreciated.""",Anticipation,would be appreciated,1,538,562
0,40037830,"""I am developing a Ruby on Rails application where I want to detect the number of physical objects (bottles and food packets) in an image.I just explored Google Vision API () to check whether this is possible or not. I uploaded a photo which has some cool drink bottles and got the below response.My concern here is, it is not giving the number of cool drink bottles available in the image, rather it returning type of objects available in the photo.Is this possible in Google Vision API or any other solution available for this?Any help would be much appreciated.""",Surprise,explored,1,145,152
0,54015378,"""I try to compare the two image which is in s3.So I have completed the code by referring to the following:I made the IdentityPool with Role(S3 Full Access, Rekognition Full Access).But it makes that error.com.amazonaws.services.rekognition.model.InvalidS3ObjectException: Unable to get object metadata from S3. Check object key, region and/or access permissions. (Service: AmazonRekognition; Status Code: 400; Error Code: InvalidS3ObjectException; Request ID: 2c4720e3-0e67-11e9-a286-7761b1c828e5)I thought if I make a mistake of IAM, the app can't upload the file.I try to upload the file with same credentialsProvider, upload success.I don't think that's what happened because of permission.S3 region is in Seoul, and Cognito IdentityPool region is AP_NORTHEAST_2is there any information to get s3 object with Rekognition?""",Sadness,Unable,1,272,277
0,43814654,"""I am trying to usein my Google App Engine Python application. Are there examples for using it?I followed the tutorial:andI am getting an error when I use the following after enabling the Cloud-Vision API in the API manager:ErrorAm I missing a dependency configuration?""",Fear,missing,1,234,240
0,43814654,"""I am trying to usein my Google App Engine Python application. Are there examples for using it?I followed the tutorial:andI am getting an error when I use the following after enabling the Cloud-Vision API in the API manager:ErrorAm I missing a dependency configuration?""",Trust,enabling,1,175,182
0,47534024,"""I am storing images on Google Cloud Storage and using Google Vision APIs to detect labels of those images. I use the same account and credentials for both purposes.I am using the sample program given at: ''I can successfully detect labels for the local images and images on internet which are publicly accessible.When I use the following with a image stored in a bucket on my GCP storage, the program does not detect any labels unless I mark the data (image) as public.e.g.When it is private:When I mark it as 'public':I was expecting, since I am using the same credentials for the vision and storage API access, it should even work on my private images.Can you help?""",Trust,labels,3,84,89
1,47534024,"""I am storing images on Google Cloud Storage and using Google Vision APIs to detect labels of those images. I use the same account and credentials for both purposes.I am using the sample program given at: ''I can successfully detect labels for the local images and images on internet which are publicly accessible.When I use the following with a image stored in a bucket on my GCP storage, the program does not detect any labels unless I mark the data (image) as public.e.g.When it is private:When I mark it as 'public':I was expecting, since I am using the same credentials for the vision and storage API access, it should even work on my private images.Can you help?""",Trust,labels,3,233,238
2,47534024,"""I am storing images on Google Cloud Storage and using Google Vision APIs to detect labels of those images. I use the same account and credentials for both purposes.I am using the sample program given at: ''I can successfully detect labels for the local images and images on internet which are publicly accessible.When I use the following with a image stored in a bucket on my GCP storage, the program does not detect any labels unless I mark the data (image) as public.e.g.When it is private:When I mark it as 'public':I was expecting, since I am using the same credentials for the vision and storage API access, it should even work on my private images.Can you help?""",Trust,labels,3,422,427
0,47534024,"""I am storing images on Google Cloud Storage and using Google Vision APIs to detect labels of those images. I use the same account and credentials for both purposes.I am using the sample program given at: ''I can successfully detect labels for the local images and images on internet which are publicly accessible.When I use the following with a image stored in a bucket on my GCP storage, the program does not detect any labels unless I mark the data (image) as public.e.g.When it is private:When I mark it as 'public':I was expecting, since I am using the same credentials for the vision and storage API access, it should even work on my private images.Can you help?""",Trust,credentials,2,135,145
1,47534024,"""I am storing images on Google Cloud Storage and using Google Vision APIs to detect labels of those images. I use the same account and credentials for both purposes.I am using the sample program given at: ''I can successfully detect labels for the local images and images on internet which are publicly accessible.When I use the following with a image stored in a bucket on my GCP storage, the program does not detect any labels unless I mark the data (image) as public.e.g.When it is private:When I mark it as 'public':I was expecting, since I am using the same credentials for the vision and storage API access, it should even work on my private images.Can you help?""",Trust,credentials,2,563,573
0,47534024,"""I am storing images on Google Cloud Storage and using Google Vision APIs to detect labels of those images. I use the same account and credentials for both purposes.I am using the sample program given at: ''I can successfully detect labels for the local images and images on internet which are publicly accessible.When I use the following with a image stored in a bucket on my GCP storage, the program does not detect any labels unless I mark the data (image) as public.e.g.When it is private:When I mark it as 'public':I was expecting, since I am using the same credentials for the vision and storage API access, it should even work on my private images.Can you help?""",Anticipation,was expecting,1,522,534
0,47534024,"""I am storing images on Google Cloud Storage and using Google Vision APIs to detect labels of those images. I use the same account and credentials for both purposes.I am using the sample program given at: ''I can successfully detect labels for the local images and images on internet which are publicly accessible.When I use the following with a image stored in a bucket on my GCP storage, the program does not detect any labels unless I mark the data (image) as public.e.g.When it is private:When I mark it as 'public':I was expecting, since I am using the same credentials for the vision and storage API access, it should even work on my private images.Can you help?""",Joy,successfully,1,213,224
0,53039190,"""I am using Goggle vision 'documentTextDetection' for one of my project. My aim is to detect text from images, while checking I get the impression that am getting inconsistent text extraction for same images(ie different link, but image is same) and getting different results.I am using '@google-cloud/vision'() node npm for the same. Also noticed that some of the characters are mismatching in the resultseg: In most of the cases '0' is recognizing as O(), 5 as S (), / as I (), etcSame image giving different resultsPlease let me know why am getting inconsistent responses? Also let me know anything I can do to improve the results.""",Anticipation,results,2,268,274
1,53039190,"""I am using Goggle vision 'documentTextDetection' for one of my project. My aim is to detect text from images, while checking I get the impression that am getting inconsistent text extraction for same images(ie different link, but image is same) and getting different results.I am using '@google-cloud/vision'() node npm for the same. Also noticed that some of the characters are mismatching in the resultseg: In most of the cases '0' is recognizing as O(), 5 as S (), / as I (), etcSame image giving different resultsPlease let me know why am getting inconsistent responses? Also let me know anything I can do to improve the results.""",Anticipation,results,2,626,632
0,53039190,"""I am using Goggle vision 'documentTextDetection' for one of my project. My aim is to detect text from images, while checking I get the impression that am getting inconsistent text extraction for same images(ie different link, but image is same) and getting different results.I am using '@google-cloud/vision'() node npm for the same. Also noticed that some of the characters are mismatching in the resultseg: In most of the cases '0' is recognizing as O(), 5 as S (), / as I (), etcSame image giving different resultsPlease let me know why am getting inconsistent responses? Also let me know anything I can do to improve the results.""",Anger,ie,1,208,209
0,42970980,"""I'm making a little project using the Google Vision API. I want to detect the face of a base64 encoded image that a send to the API in a POST request. My code is based on this tutorial of Google:. Apparently it is possible to send a base64 encoded image.Here is my code:As you see, I replaced the ""content"" field by my string. I just don't know what I am doing wrong.Thanks in advance.""",Anticipation,in,1,375,376
0,47428173,"""I am running a server in a Docker container supported by a macOS machine, from which I need to send several images for processing by the Google Cloud Vision API.It is imperative for me to be able to minimize the time spent uploading and processing the images.I started by wrapping calls to GCV in aand, but this sporadically crashes my code (not trapped by a python) thus:According to several github threads this is a gRPC-inspired (or httplib?) bug/feature, but I can't find steps to an easy workaround - see e.g.andGiven that this seems to be a commonly-experienced problem with no clear solution, what is the best way to mitigate it?Is it as simple as using a single Batch call (but what about the overall speed?) to GCV? Is there no other way to safely thread the calls?Update:With fear of breakage, I embarked on a rollback of gRPC to v1.2.x a laExcept that I had to addtoin my Docker container in order to pick up.I made no changes to any other python packages.I then did:Obviously this gets expensive, but the crash rate is <1/20 calls (and counting) compared to 1/3 calls before.Now:How can I testconclusivelythat this is fixed?""",Trust,gRPC-inspired,1,419,431
0,47428173,"""I am running a server in a Docker container supported by a macOS machine, from which I need to send several images for processing by the Google Cloud Vision API.It is imperative for me to be able to minimize the time spent uploading and processing the images.I started by wrapping calls to GCV in aand, but this sporadically crashes my code (not trapped by a python) thus:According to several github threads this is a gRPC-inspired (or httplib?) bug/feature, but I can't find steps to an easy workaround - see e.g.andGiven that this seems to be a commonly-experienced problem with no clear solution, what is the best way to mitigate it?Is it as simple as using a single Batch call (but what about the overall speed?) to GCV? Is there no other way to safely thread the calls?Update:With fear of breakage, I embarked on a rollback of gRPC to v1.2.x a laExcept that I had to addtoin my Docker container in order to pick up.I made no changes to any other python packages.I then did:Obviously this gets expensive, but the crash rate is <1/20 calls (and counting) compared to 1/3 calls before.Now:How can I testconclusivelythat this is fixed?""",Trust,supported,1,45,53
0,47428173,"""I am running a server in a Docker container supported by a macOS machine, from which I need to send several images for processing by the Google Cloud Vision API.It is imperative for me to be able to minimize the time spent uploading and processing the images.I started by wrapping calls to GCV in aand, but this sporadically crashes my code (not trapped by a python) thus:According to several github threads this is a gRPC-inspired (or httplib?) bug/feature, but I can't find steps to an easy workaround - see e.g.andGiven that this seems to be a commonly-experienced problem with no clear solution, what is the best way to mitigate it?Is it as simple as using a single Batch call (but what about the overall speed?) to GCV? Is there no other way to safely thread the calls?Update:With fear of breakage, I embarked on a rollback of gRPC to v1.2.x a laExcept that I had to addtoin my Docker container in order to pick up.I made no changes to any other python packages.I then did:Obviously this gets expensive, but the crash rate is <1/20 calls (and counting) compared to 1/3 calls before.Now:How can I testconclusivelythat this is fixed?""",Trust,the best,1,609,616
0,47428173,"""I am running a server in a Docker container supported by a macOS machine, from which I need to send several images for processing by the Google Cloud Vision API.It is imperative for me to be able to minimize the time spent uploading and processing the images.I started by wrapping calls to GCV in aand, but this sporadically crashes my code (not trapped by a python) thus:According to several github threads this is a gRPC-inspired (or httplib?) bug/feature, but I can't find steps to an easy workaround - see e.g.andGiven that this seems to be a commonly-experienced problem with no clear solution, what is the best way to mitigate it?Is it as simple as using a single Batch call (but what about the overall speed?) to GCV? Is there no other way to safely thread the calls?Update:With fear of breakage, I embarked on a rollback of gRPC to v1.2.x a laExcept that I had to addtoin my Docker container in order to pick up.I made no changes to any other python packages.I then did:Obviously this gets expensive, but the crash rate is <1/20 calls (and counting) compared to 1/3 calls before.Now:How can I testconclusivelythat this is fixed?""",Fear,trapped,1,347,353
0,47428173,"""I am running a server in a Docker container supported by a macOS machine, from which I need to send several images for processing by the Google Cloud Vision API.It is imperative for me to be able to minimize the time spent uploading and processing the images.I started by wrapping calls to GCV in aand, but this sporadically crashes my code (not trapped by a python) thus:According to several github threads this is a gRPC-inspired (or httplib?) bug/feature, but I can't find steps to an easy workaround - see e.g.andGiven that this seems to be a commonly-experienced problem with no clear solution, what is the best way to mitigate it?Is it as simple as using a single Batch call (but what about the overall speed?) to GCV? Is there no other way to safely thread the calls?Update:With fear of breakage, I embarked on a rollback of gRPC to v1.2.x a laExcept that I had to addtoin my Docker container in order to pick up.I made no changes to any other python packages.I then did:Obviously this gets expensive, but the crash rate is <1/20 calls (and counting) compared to 1/3 calls before.Now:How can I testconclusivelythat this is fixed?""",Fear,fear,1,787,790
0,47428173,"""I am running a server in a Docker container supported by a macOS machine, from which I need to send several images for processing by the Google Cloud Vision API.It is imperative for me to be able to minimize the time spent uploading and processing the images.I started by wrapping calls to GCV in aand, but this sporadically crashes my code (not trapped by a python) thus:According to several github threads this is a gRPC-inspired (or httplib?) bug/feature, but I can't find steps to an easy workaround - see e.g.andGiven that this seems to be a commonly-experienced problem with no clear solution, what is the best way to mitigate it?Is it as simple as using a single Batch call (but what about the overall speed?) to GCV? Is there no other way to safely thread the calls?Update:With fear of breakage, I embarked on a rollback of gRPC to v1.2.x a laExcept that I had to addtoin my Docker container in order to pick up.I made no changes to any other python packages.I then did:Obviously this gets expensive, but the crash rate is <1/20 calls (and counting) compared to 1/3 calls before.Now:How can I testconclusivelythat this is fixed?""",Sadness,crashes,1,326,332
0,47428173,"""I am running a server in a Docker container supported by a macOS machine, from which I need to send several images for processing by the Google Cloud Vision API.It is imperative for me to be able to minimize the time spent uploading and processing the images.I started by wrapping calls to GCV in aand, but this sporadically crashes my code (not trapped by a python) thus:According to several github threads this is a gRPC-inspired (or httplib?) bug/feature, but I can't find steps to an easy workaround - see e.g.andGiven that this seems to be a commonly-experienced problem with no clear solution, what is the best way to mitigate it?Is it as simple as using a single Batch call (but what about the overall speed?) to GCV? Is there no other way to safely thread the calls?Update:With fear of breakage, I embarked on a rollback of gRPC to v1.2.x a laExcept that I had to addtoin my Docker container in order to pick up.I made no changes to any other python packages.I then did:Obviously this gets expensive, but the crash rate is <1/20 calls (and counting) compared to 1/3 calls before.Now:How can I testconclusivelythat this is fixed?""",Sadness,crash,1,1018,1022
0,47428173,"""I am running a server in a Docker container supported by a macOS machine, from which I need to send several images for processing by the Google Cloud Vision API.It is imperative for me to be able to minimize the time spent uploading and processing the images.I started by wrapping calls to GCV in aand, but this sporadically crashes my code (not trapped by a python) thus:According to several github threads this is a gRPC-inspired (or httplib?) bug/feature, but I can't find steps to an easy workaround - see e.g.andGiven that this seems to be a commonly-experienced problem with no clear solution, what is the best way to mitigate it?Is it as simple as using a single Batch call (but what about the overall speed?) to GCV? Is there no other way to safely thread the calls?Update:With fear of breakage, I embarked on a rollback of gRPC to v1.2.x a laExcept that I had to addtoin my Docker container in order to pick up.I made no changes to any other python packages.I then did:Obviously this gets expensive, but the crash rate is <1/20 calls (and counting) compared to 1/3 calls before.Now:How can I testconclusivelythat this is fixed?""",Anticipation,gRPC-inspired,1,419,431
0,44862532,"""I'm attempting to make a very simple POST to Google Cloud Vision API via javascript with jquery. Testing in Chrome, I get a 400 error via the console and no further info to help in debugging. I'm hoping somebody out there has worked with Cloud Vision before or can at least see that I'm doing something obviously wrong here, say with formatting the request body (data). The entire test html / javascript below:I've been using the following docs for help:, to no avail.FYI, I've tried the shorthand too, but no worky, same error:""",Anticipation,'m attempting,1,2,14
0,42525482,"""I want to use Amazon Rekognition for some Detection project from India, each and every time I use to connect, either check for Region error pops up or S3 metadata issue?botocore.errorfactory.InvalidS3ObjectException: An error occurred (InvalidS3ObjectException) when calling the DetectLabels operation: Unable to get image metadata from S3.  Check object key, region and/or access permissions.thanks in advance.""",Anticipation,in,1,401,402
0,42525482,"""I want to use Amazon Rekognition for some Detection project from India, each and every time I use to connect, either check for Region error pops up or S3 metadata issue?botocore.errorfactory.InvalidS3ObjectException: An error occurred (InvalidS3ObjectException) when calling the DetectLabels operation: Unable to get image metadata from S3.  Check object key, region and/or access permissions.thanks in advance.""",Sadness,Unable,1,304,309
0,50598790,"""I am trying to build a REST middle-ware in nodejs which will call azure face api's, like the picture shown below.When I call my node js endpoint for face detection with required data and an image file then the I successfully receive the request and the binary data of the image in request.body.Since I received the request in my middle-ware  now I am supposed to call Azure face detection end point with the received data from my node js middle-ware.[now here is the problem]//---------------call made from node js to azure face detection api----//---------------Error:Thanks""",Joy,successfully,1,213,224
0,50598790,"""I am trying to build a REST middle-ware in nodejs which will call azure face api's, like the picture shown below.When I call my node js endpoint for face detection with required data and an image file then the I successfully receive the request and the binary data of the image in request.body.Since I received the request in my middle-ware  now I am supposed to call Azure face detection end point with the received data from my node js middle-ware.[now here is the problem]//---------------call made from node js to azure face detection api----//---------------Error:Thanks""",Joy,like,1,85,88
0,36976312,"""I am trying to extract text from a picture taken in Android Mobile through some API. Will Google Vision help me with that? I used OCR too but I felt that the output is not accurate. Any suggestions?""",Disgust,accurate,1,173,180
0,53799577,"""I've been using microsoft computer vision cognitive services API as trial version. I'm trying to read text from image.Now, the question is why am I facing the difference in results when I use online API's and integrate those API's with my python code?Is this the issue as I'm using trial version?Any help would be appreciated.""",Anticipation,results,1,174,180
0,53799577,"""I've been using microsoft computer vision cognitive services API as trial version. I'm trying to read text from image.Now, the question is why am I facing the difference in results when I use online API's and integrate those API's with my python code?Is this the issue as I'm using trial version?Any help would be appreciated.""",Anticipation,would be appreciated,1,306,325
0,53799577,"""I've been using microsoft computer vision cognitive services API as trial version. I'm trying to read text from image.Now, the question is why am I facing the difference in results when I use online API's and integrate those API's with my python code?Is this the issue as I'm using trial version?Any help would be appreciated.""",Joy,would be appreciated,1,306,325
0,55947906,"""I am using the amazon rekognition API to analyse my video to find and Search faces.A one minute video has been on processing for nearly an hour now. But have not received any result .Is this normal ?""",Anticipation,result,1,176,181
0,53109098,"""I was trying to create an ios app for text recognition with Google Vision text recognition.I had integrated all the required pods into my project as mentioned inIn order to increase the detection accuracy, I tried to access the languageHints property of VisionCloudTextRecognizerOptions class but I can not understand why i could not access that property of this class.Whenever I create an instance of that class and with a variable and try to access the properties of that class it there is aRed errorindication at the line where I try to access the properties with the instance variable of the class and aGRAY ERRORindication at the top of theViewController ClassThe ERROR MESSAGEGoogle ML DocumentationIn that documentation, they have used let and I also checked with that but every time same problem.Here is the code also:""",Anticipation,order,1,165,169
0,50343162,"""I've been unable to find the URL to make the API call for AWS Rekognition for text detection. I founddocumentation for headers and parameters to be sent, but there is no Base URL mentioned in the post.Is it available somewhere else?""",Anticipation,call,1,50,53
0,50343162,"""I've been unable to find the URL to make the API call for AWS Rekognition for text detection. I founddocumentation for headers and parameters to be sent, but there is no Base URL mentioned in the post.Is it available somewhere else?""",Anticipation,for,1,55,57
0,50343162,"""I've been unable to find the URL to make the API call for AWS Rekognition for text detection. I founddocumentation for headers and parameters to be sent, but there is no Base URL mentioned in the post.Is it available somewhere else?""",Sadness,unable,1,11,16
0,53718791,"""I am new to 'AWS'.. I trying to compare two faces using command line.. I use this code for face comparisonAfter running this code I gotAfter I removed the \ I got another problemHelp me to solve this...""",Fear,command,1,57,63
0,50868017,"""I am fairly new to the Google Cloud Vision API so my apologies if there is an obvious answer to this. I am noticing that for some images I am getting different OCR results between the Google Cloud Vision API Drag and Drop () and from local image detection in python.My code is as followsA sample image that highlights this is attachedThe python code above doesn't return anything, but in the browser using drag and drop it correctly identifies ""2340"" as the text. Shouldn't both python and the browser return the same result?. And if not, why not?, Do I need to include additional parameters in the code?.""",Anticipation,results,1,165,171
0,50868017,"""I am fairly new to the Google Cloud Vision API so my apologies if there is an obvious answer to this. I am noticing that for some images I am getting different OCR results between the Google Cloud Vision API Drag and Drop () and from local image detection in python.My code is as followsA sample image that highlights this is attachedThe python code above doesn't return anything, but in the browser using drag and drop it correctly identifies ""2340"" as the text. Shouldn't both python and the browser return the same result?. And if not, why not?, Do I need to include additional parameters in the code?.""",Anticipation,result,1,519,524
0,53249139,"""I'm trying to integrate my project withHere is the maven dependency for you to check the client version I'm trying to integrate with:The way the documentation offers to set the API authentication credentials is the following:I'm wondering if there is a way to set the credentials explicitly in code as that is more convenient than setting environment variables in each and every environment we are running our project on.As I know for a former client versionthat was possible doing the following:But for the new client API I was not able to find the way and documentation doesn't say anything in that regards.""",Trust,credentials,2,197,207
1,53249139,"""I'm trying to integrate my project withHere is the maven dependency for you to check the client version I'm trying to integrate with:The way the documentation offers to set the API authentication credentials is the following:I'm wondering if there is a way to set the credentials explicitly in code as that is more convenient than setting environment variables in each and every environment we are running our project on.As I know for a former client versionthat was possible doing the following:But for the new client API I was not able to find the way and documentation doesn't say anything in that regards.""",Trust,credentials,2,269,279
0,53249139,"""I'm trying to integrate my project withHere is the maven dependency for you to check the client version I'm trying to integrate with:The way the documentation offers to set the API authentication credentials is the following:I'm wondering if there is a way to set the credentials explicitly in code as that is more convenient than setting environment variables in each and every environment we are running our project on.As I know for a former client versionthat was possible doing the following:But for the new client API I was not able to find the way and documentation doesn't say anything in that regards.""",Anticipation,I 'm wondering,1,226,238
0,51257124,"""I am using OpenCV in Python on MacOS and Linux Ubuntu systems. My OpenCV version is 3.4.1.15.I have tried three different methods of generating base64 strings for images, on two OS systems respectively:Using plain Python:Using:Using plain Python after usingfor whatgets:With my human eyes, I can't distinguish ""ioimage_file.jpg"" from ""image_file.jpg"". However, the base64 strings change.On the same OS (either MacOS or Linux),!===.Across OSes,==, but!=and!=.Why is that? Is there any way to solve it? Or is it a bug needed reporting?This troubles me because I am developing OCR algorithm on different platforms, but different base64 strings yield different recognized characters from Google Vision API, which means I can't even reproduce my OCR results from one same image.""",Anticipation,results,1,746,752
0,48527517,"""I am studying Amazon Rekognition API. I would to like to know if it is possible to call Amazon Rekognition API via curl?""",Joy,to like,1,47,53
